"i_d","hotel_i_d","description","city_in_trans","image_url_1","image_url_2","image_url_3","image_url_4","image_url_5"
47,"us/the-manhattan-club","Located 1 block from Carnegie Hall and 3 blocks from Central Park, this all-suite hotel features a private club lounge. Free Wi-Fi is available in all areas.

A flat-screen TV, marble bathroom and kitchenette are found in each modern suite of The Manhattan Club. A coffee maker, work desk and ironing facilities are included.

Guests can work out in the large fitness room with TVs and a changing area. A business center and valet parking are also available.

Breakfast is served in the Club Manhattan private lounge daily. At night, the lounge turns into an intimate setting for cocktails.

The 57th Street/7th Avenue subway station is located next to the hotel. The Museum of Modern Art is an 8-minute walk away.","","https://cf.bstatic.com/xdata/images/hotel/max200/587898636.jpg?k=98e6f62b04e81e1dd1097e2a27873cb87e01231a533ea6fea0d24aa9650ea068&o=&hp=1","https://cf.bstatic.com/xdata/images/hotel/max200/202656812.jpg?k=88fe5092a62a3bec70c4bba21b29a9c3fb5383144fbfd71f000d3582b751f833&o=&hp=1","https://cf.bstatic.com/xdata/images/hotel/max200/511346825.jpg?k=49d96f9016468374d37212633d34d1c14526c29aefd576b60d07b9fffce2b10e&o=&hp=1","https://cf.bstatic.com/xdata/images/hotel/max200/512786695.jpg?k=660910db265a8acf26de09ac1bbfb77b7c4a309b0aff6d09b287f58f862a964b&o=&hp=1","https://cf.bstatic.com/xdata/images/hotel/max200/512786699.jpg?k=c3c1613ac6a830f3c6256bb46791130a7069b3f9c86b05675b062bb248d32ccd&o=&hp=1"
48,"us/st-regis-new-york","Located in New York, a 5-minute walk from Rockefeller Center, The St. Regis New York provides accommodations with free bikes, private parking, a fitness center and a restaurant. This 5-star hotel offers room service, a 24-hour front desk and free WiFi. The property is a 7-minute walk from Top of the Rock, and within 0.6 miles of the city center.

Guests at the hotel can enjoy an American breakfast.

Popular points of interest near The St. Regis New York include Museum of Modern Art, St Patrick's Cathedral and Carnegie Hall. LaGuardia Airport is 6.2 miles away.","","https://cf.bstatic.com/xdata/images/hotel/max200/433353187.jpg?k=f44aec727c7b97b20d67f36910c62fa0efc2919c7cb71cf1528039f2262b6fa9&o=&hp=1","https://cf.bstatic.com/xdata/images/hotel/max200/433353322.jpg?k=e1930cf16f8d75033e79f4df38c9867a977f986097e386f1bd842cae8e5e3ebf&o=&hp=1","https://cf.bstatic.com/xdata/images/hotel/max200/438437920.jpg?k=c757b4e52cff8f3165ee08ed185d5c07ddd1a87fa038926ee081cfae185dcad6&o=&hp=1","https://cf.bstatic.com/xdata/images/hotel/max200/433353216.jpg?k=946f42e18a7a4dd5fd959240282a21769c01c8064ec1015117f4122aa908c4f4&o=&hp=1","https://cf.bstatic.com/xdata/images/hotel/max200/485817573.jpg?k=4e4dd6fad0cacd2f7d6fa7f97c04d33c0d5016918a6ce41d722ac07269f242de&o=&hp=1"
49,"us/monderne","This modern hotel is located in Midtown Manhattan, 2641 feet from Times Square and the Broadway Theater District. It features luxurious rooms with a 42-inch flat-screen TV.

The guestrooms at the Moderne Hotel feature beds with Belgian linens and down duvets. After a day of exploring the city, guests can relax and listen to the CD player. Free WiFi is available.

The Museum of Modern Art is 2113 feet from the Moderne Hotel. Central Park is 1585 feet away while the subway station is 528 feet away.

The front desk of this smoke-free hotel is open 24 hours a day.","","https://cf.bstatic.com/xdata/images/hotel/max200/63338224.jpg?k=dddb7a1e5ab914d39d48c384a76bf0d1e704432826c81fbdc75a3d0030cc4c3a&o=&hp=1","https://cf.bstatic.com/xdata/images/hotel/max200/374759917.jpg?k=ae3d818508e40e022903dfe94f77c206cfdab34f677b23ff9cf2711cb05278cc&o=&hp=1","https://cf.bstatic.com/xdata/images/hotel/max200/525548248.jpg?k=430acc9ba5d0838970fb406b9711501704b56574c14e1f70dc99f67739c396ef&o=&hp=1","https://cf.bstatic.com/xdata/images/hotel/max200/422971200.jpg?k=50bab967077b25ebab1f6c58ceb4a4dd60902be2a5201d96db008a057c91ab1c&o=&hp=1","https://cf.bstatic.com/xdata/images/hotel/max200/607526224.jpg?k=9ebb7b802cbf5c4d5b0b9bd1f0aad5b770debc35339d6d113d12167e623ba25f&o=&hp=1"
50,"us/the-whitby","Located in upper midtown Manhattan, 1585 feet from the Central Park, the Whitby Hotel is a short distance away from stores such as Saks Fifth Avenue and Bergdorf Goodman. The Whitby Hotel offers complimentary WiFi to all guests.

Each room at The Whitby Hotel is individually designed with floor to ceiling windows. Some rooms have a private terrace and offer views of the Manhattan skyline. Interiors have been designed by Kit Kemp.

Guests will also have access to The Whitby Bar and Restaurant, an Orangery, a book-lined drawing room as well as a fully equipped gym.

The Museum of Modern Art is 1585 feet from the property, while Rockefeller Center and St. Patrick’s Cathedral are 2641 feet from the property. Guests will find many restaurants in the vicinity as well.","","https://cf.bstatic.com/xdata/images/hotel/max200/106790872.jpg?k=7812a9b32ae2fe35ebd2625af2ba65e6437f71414db040477bfda7d03abc8e0b&o=&hp=1","https://cf.bstatic.com/xdata/images/hotel/max200/530442166.jpg?k=0c8aa9ce30ccbc0d0562c0850b1332b64891d8924fae22492214ed721bd98396&o=&hp=1","https://cf.bstatic.com/xdata/images/hotel/max200/106790877.jpg?k=0f4780b258382f96bfcd2722ecb1800aa63f93856f02c6523d89fc19ba8e0d1b&o=&hp=1","https://cf.bstatic.com/xdata/images/hotel/max200/92067773.jpg?k=5f2e8602d5c2e943d03e8d1393fbdbb62ba311dcf792f8abd649da8f59f40a77&o=&hp=1","https://cf.bstatic.com/xdata/images/hotel/max200/106790882.jpg?k=f1eda7d190233330fc727d2fd301fbf290bdd57e77b432c77799629186c9f360&o=&hp=1"
51,"us/the-pierre-a-taj","The Pierre, A Taj Hotel is located across from Central Park at 61st Street. A part of the New York City skyline with its copper mansard roof, The Pierre offers guests white glove luxury service. The hotel is close to high-end shopping destinations and is only steps away from Bergdorf Goodman. The boutiques of Fifth & Madison Avenues are in close proximity.

The Pierre has played host to many society events since opening in 1930. The hotel's restaurant, Perrine, offers seasonal modern American cuisine with daily specials inspired by Pierre culinary classics. The hotel also offers a bar/lounge, Two E, with traditional afternoon tea by day and live jazz by night every Thursday through Saturday.

Located at the intersection of Midtown and the Upper East Side, white gloved elevator attendants, a Les Clefs d'Or concierge team and trained housekeepers help maintain the quality of service. The Pierre also has Forbes Five Star & AAA Five Diamond to their name.

The Pierre offers a variety of exclusive experiences for young travelers as well. A host of child-friendly amenities await - from special treats to movies, toys and special museum passes on demand.

The Museum Mile is 1.7 mi away. The Central Park Zoo is a short walk from the hotel, and the Concierge team can work with their partners at the Central Park Conservancy to organize special experiences for children.

On arrival at the hotel, The Pierre requires a credit card pre-authorization to cover the value of your stay plus $200 per day to cover additional incidentals. The
authorization will hold the funds until check-out, at which time the amount actually incurred during the stay will be charged.","","https://cf.bstatic.com/xdata/images/hotel/max200/607706973.jpg?k=f4824f4ebfbf0f8fd8e23e0dc584ef2929a20e9d2f18047f1bda48a598e9d710&o=&hp=1","https://cf.bstatic.com/xdata/images/hotel/max200/575486357.jpg?k=dd4713ef3dff8f928db05ab38c3621e402ea8ff4ac3a5bd3700e05aff08bea87&o=&hp=1","https://cf.bstatic.com/xdata/images/hotel/max200/150667705.jpg?k=ea29e290511ae42b427212c3236c526d1b4c4f5c25c0fdc31c641320babaefc7&o=&hp=1","https://cf.bstatic.com/xdata/images/hotel/max200/69641552.jpg?k=54fcd0384a50e969ca1cd315e4a6983095954a684d9a64adcb049a93aa6484b7&o=&hp=1","https://cf.bstatic.com/xdata/images/hotel/max200/69549562.jpg?k=0f4e6fc73ae4e58336b60c06a892d4719c6756ac0cedf766c7a7d02dd96d91d8&o=&hp=1"
52,"us/new-york-central-park-le-meridien","Located 1056 feet from Central Park and 0.8 mi from Times Square, Le Méridien New York, Central Park offers rooms and suites in Midtown Manhattan.

All rooms at Le Méridien New York, Central Park come with 40-inch flat-screen TVs and Beats by Dr. Dre™ sound systems.

Enjoy your evening cocktails on the rooftop bar with panoramic views of the city and Central Park, or treat yourself to a meal and handcrafted cocktails at Kingside Restaurant when staying at the Le Méridien.

Other onsite amenities include fitness center and complimentary nightly turndown service.

Radio City Music Hall is located 2113 feet from the property and Rockefeller Center is 2641 feet away. Columbus Circle is 1588 feet from the property.","","https://cf.bstatic.com/xdata/images/hotel/max200/628210399.jpg?k=36bfa3b6d502ca30ded5c0fa9540a72dbce4d86cb15b23b3ce2fd761768e00d1&o=&hp=1","https://cf.bstatic.com/xdata/images/hotel/max200/632602136.jpg?k=10561dafaaecdbc37cb7889c1fdac2792e676bdc2a30bb804e863320d2b854a6&o=&hp=1","https://cf.bstatic.com/xdata/images/hotel/max200/535713118.jpg?k=bd4f1dbbe5a4303eee965451b849a2630bbf3699509af1667a0c090ed1d632b0&o=&hp=1","https://cf.bstatic.com/xdata/images/hotel/max200/535713109.jpg?k=f4efe86b65471694d8f46d42f892e89f210194a55b6a2ab5c4a1114ba19adfe8&o=&hp=1","https://cf.bstatic.com/xdata/images/hotel/max200/535713099.jpg?k=658f02c757122e2d78eb72f53441a467e5e4d07890b9e45888bbbec039692327&o=&hp=1"
53,"us/the-empire","This Manhattan hotel is 272 feet from the Lincoln Center for the Performing Arts. Central Park is 528 feet from the The Empire Hotel New York. It features a seasonal rooftop outdoor pool.

The modern rooms at the The Empire Hotel New York are decorated in earthy tones and equipped with a flat-screen TV and an iPod docking station. Guests will find a rain shower head in the bathroom.

The seasonal rooftop plunge pool is surrounded by a sun deck with large lounge chairs providing panoramic views of New York City. Food and drink at the Pool Deck is also available.

Times Square is 0.9 mi from the The Empire Hotel New York. The Museum of Arts and Design is 1585 feet away.","","https://cf.bstatic.com/xdata/images/hotel/max200/422975926.jpg?k=2df74b5ac30f66e053a11ccda1ce89305a0305f95b37d4f1f6acc73bdb94c9ad&o=&hp=1","https://cf.bstatic.com/xdata/images/hotel/max200/231013458.jpg?k=b5fcf97adfa07a2e810e2a21cd46bfca28937805e1d9fe3d2cb541317b3a1b5d&o=&hp=1","https://cf.bstatic.com/xdata/images/hotel/max200/60969249.jpg?k=1a1d050fa6c136216e629ad25e4359b20ebb87945bc14d9b34828ea0992ed89b&o=&hp=1","https://cf.bstatic.com/xdata/images/hotel/max200/61881589.jpg?k=6269ba5ba3798b2373a2a6647df673b01b3b2ee53edf7dd9284cb9879507f929&o=&hp=1","https://cf.bstatic.com/xdata/images/hotel/max200/441904056.jpg?k=4c2416c207d805cb8b1543e169cc10ef6960609574b65065f6f8d4ec55326f90&o=&hp=1"
54,"us/la-quinta-new-york-city-central-park","This hotel, located in the center of Manhattan's Upper West Side, is 1 block from Central Park. It offers a continental breakfast and free in-room Wi-Fi.

La Quinta Inn & Suites New York City Central Park guest rooms are equipped with flat-screen cable TVs. An in-room coffee maker and ironing facilities are also included.

Central Park La Quinta Inn & Suites provides a free weekday newspaper in the lobby. The tour desk can help guests explore the city, and concierge services are available.

The 72nd Street Subway Station is 1 block from this New York hotel. Metropolitan Opera House is a 10-minute subway ride from the hotel and the American Museum of Natural History is within a 10-minute walk.","","https://cf.bstatic.com/xdata/images/hotel/max200/242347453.jpg?k=78f3d6346a98d5128a23b7f9f8ade1e1e6b6d3705e0c536716fd837e093647da&o=&hp=1","https://cf.bstatic.com/xdata/images/hotel/max200/265620781.jpg?k=86f3f387e55e256419765fcd1556cb57be9346e248ffccbb1af7eb3160742b1f&o=&hp=1","https://cf.bstatic.com/xdata/images/hotel/max200/242347462.jpg?k=813f7220dfa9d5e53848809ea48c8c5f63bf67d67b8c2cfe26e8550ceb1bb905&o=&hp=1","https://cf.bstatic.com/xdata/images/hotel/max200/265620798.jpg?k=34d8b267d48f2c3375b345b00e03e001baadc959584a3bfab4c4605553a675db&o=&hp=1","https://cf.bstatic.com/xdata/images/hotel/max200/265620761.jpg?k=afcc99c915f8c1ace478bd29a1cf1ab2b9efa83d95cc8d6c999b947be368444c&o=&hp=1"
55,"us/chambers","Located right  by Central Park, this hotel is adorned with decorative art. Free WiFi is offered.

A flat-screen TV is provided in each relaxing room of Sonder Chambers. A work desk and private bathroom are included.

The Museum of Modern Art and the Rockefeller Center are within 2641 feet of the property.","","https://cf.bstatic.com/xdata/images/hotel/max200/501182395.jpg?k=7ad5e0143feb516295203f92434554622343616a639767652718d7e39cbef6ca&o=&hp=1","https://cf.bstatic.com/xdata/images/hotel/max200/558658999.jpg?k=fa3229aea765e3c1ccadf29c40e289121eb5e4afb6d505b5a3d162d6ebf4853a&o=&hp=1","https://cf.bstatic.com/xdata/images/hotel/max200/558659046.jpg?k=1c93b59145e66625091522f160cdb5d268f2e7f19a295c7a61a51f3f1372c5f5&o=&hp=1","https://cf.bstatic.com/xdata/images/hotel/max200/558658996.jpg?k=b5ee5ab79759a500b6b13de0ef70561389701ef5d2fbc7fbeaecef20164d56ef&o=&hp=1","https://cf.bstatic.com/xdata/images/hotel/max200/558658995.jpg?k=51d0a864a76ec9c111f5899e14cae3a186339ba42f0845f56230be22f1e463f3&o=&hp=1"
56,"us/the-mark","Located in Manhattan just 1 block from Central Park, this boutique hotel features The Mark Restaurant. With an artistic design, Mark Hotel includes a state-of-the-art gym and spacious guest rooms.

Free Wi-Fi, an iPod docking station and 32-inch flat-screen TV are included in all modern rooms. The large marble bathrooms boast a large soaking tub and mini flat-screen TV. Each room is decorated in ebony and sycamore furnishings.

The Mark Restaurant by Jean Georges serves European and globally seasoned dishes. Signature cocktails and classic drinks are featured at Mark’s Bar.Parisian cult-favorite Caviar Kaspia at The Mark offers an exceptional menu of caviar and non-caviar dishes, as well as a boutique with a selection of the finest caviar and gourmet accompaniments.

The Mark features a concierge desk for guests’ convenience various activities can be arranged. Frederic Fekkai Salon is on site and offers hair and beauty treatments. The business facilities include a laptop computer rental and wireless printing services.

The 77th Street – Lexington Subway Station is 2 blocks away. Times Square is 15 minutes away by subway.","","https://cf.bstatic.com/xdata/images/hotel/max200/568964875.jpg?k=398ffd6282090aa5a6cc080f1b56d9532a5a60c2d4bb206c8eeade7318367003&o=&hp=1","https://cf.bstatic.com/xdata/images/hotel/max200/563806871.jpg?k=dc9886d2b0e5d42f0a8845c21c13b253fb3d78575aff0b396d5f5bd5a074f93b&o=&hp=1","https://cf.bstatic.com/xdata/images/hotel/max200/465368159.jpg?k=7a34a23a5d092180d70cff6677913299a2b365ed2b49a0b3fa9a4539c4425796&o=&hp=1","https://cf.bstatic.com/xdata/images/hotel/max200/568964874.jpg?k=d1a3a6a134dd8c5d554a03588ebc77cbf076443f6d75b857920c93e9a1366a3a&o=&hp=1","https://cf.bstatic.com/xdata/images/hotel/max200/473291725.jpg?k=0eb22608a7f9663373fb259c579f16b9c27be68cc9443b7733a9a3187b241597&o=&hp=1"
57,"us/park-hyatt-new-york","Featuring an indoor pool and a restaurant, Park Hyatt New York is in New York. Free WiFi access is available. Each room here includes air conditioning and a sitting area. Featuring a bathtub or shower, private bathrooms also provide a hairdryer and free toiletries. Extras include a safe and ironing facilities.

At Park Hyatt New York there is a fitness center. Other facilities available at the property include luggage storage and dry cleaning.

The hotel is 325 ft from Carnegie Hall, .4 miles from the Museum of Modern Art and .4 miles from Central Park. Newark Liberty International Airport is 12 miles away.","","https://cf.bstatic.com/xdata/images/hotel/max200/489199049.jpg?k=b80db2c5bba9b148f54b68dd7261e249629d81521798a191c5ca112caf647571&o=&hp=1","https://cf.bstatic.com/xdata/images/hotel/max200/489199057.jpg?k=cd452b1b822d2917e40f7c7592c71ae80903a40d23692486af65d1bf68eb4be0&o=&hp=1","https://cf.bstatic.com/xdata/images/hotel/max200/110071287.jpg?k=c3de1db0e599dec7729439bdcc7da1575ae2f5bf09690551a2b43bf8ea4b8b53&o=&hp=1","https://cf.bstatic.com/xdata/images/hotel/max200/110316443.jpg?k=305e5bff33a9ad16885059fd589ab1a1f9b1b0d4f58f0c91b5ee0cc6f285f221&o=&hp=1","https://cf.bstatic.com/xdata/images/hotel/max200/489199103.jpg?k=5f24899a9208e6de98a4852dd7a9f16630283c30ff2f3e4246a5f57f0d2c22dc&o=&hp=1"
58,"us/hilton-new-york","Centrally located in midtown Manhattan, this New York hotel is within a 10 minutes' walk of both Central Park and Times Square. It features an 8,000-square-foot gym, gourmet dining, and elegant rooms with a flat-screen TV.

The spacious rooms at the New York Hilton Midtown are styled with maple wood furniture and marble bathrooms. Each room includes a flat-screen cable TV with on-demand entertainment.

Herb N’ Kitchen located on site offers seasonal salads, sandwiches and brick oven pizza. A coffee station offers on-the-go specialties.

Offering free WiFi, Hilton Midtown provides modern strength and cardio equipment in its spacious fitness center. Guests can also use the 24-hour business center or the on-site concierge desk.

The 7th Avenue Subway Station and luxury shopping along Fifth Avenue are a 4-minute walk from the hotel. Rockefeller Center and Times Square are 0.5 miles away.","","https://cf.bstatic.com/xdata/images/hotel/max200/484129488.jpg?k=de951ae11537920285776865ef10f23dc5434708c8b3e07ba0fcc5d7f17d1e21&o=&hp=1","https://cf.bstatic.com/xdata/images/hotel/max200/490708372.jpg?k=a59fd15676cddef3e7eef59f29b571fd3a297c316cfb5f7c0ef4de76e0e65356&o=&hp=1","https://cf.bstatic.com/xdata/images/hotel/max200/490708400.jpg?k=ee00e513ad0522bc0b0eb52d6b3a14cd40ef1e06379489e3818451a36d0d20e2&o=&hp=1","https://cf.bstatic.com/xdata/images/hotel/max200/490708485.jpg?k=f6537c0f3d597bee8f4ae018be4c6e6ebd92889bc78c6be25d39b3a876e1f4c4&o=&hp=1","https://cf.bstatic.com/xdata/images/hotel/max200/490708455.jpg?k=33286d842dad55bf04bc0cb4919dc85f9b0deb375c030bb555312d72a3a86e6f&o=&hp=1"
59,"us/springhill-suites-by-marriott-new-york-manhattan-chelsea","Located conveniently in the Chelsea district of New York, SpringHill Suites by Marriott New York Manhattan Chelsea is located a 7-minute walk from Madison Square Garden, 0.6 miles from Flatiron Building and a 8-minute walk from Penn Station. Featuring a fitness center, the 4-star hotel has air-conditioned rooms with free WiFi, each with a private bathroom. Private parking can be arranged at an extra charge.

At the hotel, rooms have a desk. The rooms come with a safety deposit box and some have city views. All rooms in SpringHill Suites by Marriott New York Manhattan Chelsea are equipped with a flat-screen TV and free toiletries.

Guests at the accommodation can enjoy a continental breakfast.

Non-stop assistance is available at the reception, where staff speak English and Spanish.

Popular points of interest near SpringHill Suites by Marriott New York Manhattan Chelsea include Macy's, Empire State Building and Bryant Park. LaGuardia Airport is 7.5 miles from the property.","","https://cf.bstatic.com/xdata/images/hotel/max200/591282296.jpg?k=c1eef0ab0ac72b593dcdb96f00569718c457f64e4fd2b877bd1dda14134cb21c&o=&hp=1","https://cf.bstatic.com/xdata/images/hotel/max200/558403717.jpg?k=8ff554e65249b510d842186619b67119537f62b81afeb2689468ed55139c74cc&o=&hp=1","https://cf.bstatic.com/xdata/images/hotel/max200/581278264.jpg?k=42a474e3fdb5a588ee4c8f6368235c4956a05c7d94506ed2e8e7a3812dfd26eb&o=&hp=1","https://cf.bstatic.com/xdata/images/hotel/max200/558403470.jpg?k=9f46e4a1cbe537d77158a3e68adc74b86622d4877d98c9cf80bef0b15ed9d898&o=&hp=1","https://cf.bstatic.com/xdata/images/hotel/max200/558403072.jpg?k=1a805d1326c382dc7fd960eff74e2a81b18cc29223de61a6fd477c46ee5287fa&o=&hp=1"
60,"us/four-points-by-sheraton-financial-district","Ideally located just steps from popular New York City destinations, Four Points by Sheraton New York Downtown is 5 minutes' walk from Wall Street and the New York Stock Exchange. The shops and restaurants at South Street Seaport are also within 5 minutes' walk.

Free WiFi and daily bottled water are provided for guests' convenience. Rooms feature understated decor and a flat-screen cable TV. The bathrooms are equipped with free toiletries and a hairdryer.

The property features a state-of-the-art fitness center.

Trinity Church is 1312 feet from Four Points Financial District, while Ground Zero is 1640 feet away. LaGuardia Airport is 8.7 mi from the property.","","https://cf.bstatic.com/xdata/images/hotel/max200/628048060.jpg?k=47274add2426572b72c13e321c18e30d0c733cc788764103add91c38309cddc6&o=&hp=1","https://cf.bstatic.com/xdata/images/hotel/max200/628048071.jpg?k=fcbd51f31f26507569928eb421cbdf8567b632a1f884b0a7595fe9818ba8b4ae&o=&hp=1","https://cf.bstatic.com/xdata/images/hotel/max200/531424045.jpg?k=611dd5b65fecca6113832d16aafd03f927324d3c4def696448ec386f52eaabc9&o=&hp=1","https://cf.bstatic.com/xdata/images/hotel/max200/531424025.jpg?k=acebcb2bcc75cf067b5c3acd80bcc42bd23f0cc301e85adcf65c196f508940cb&o=&hp=1","https://cf.bstatic.com/xdata/images/hotel/max200/617032198.jpg?k=add2f0dd3c916dd43d94447ad7c4c0ff3ce18fb4a56bd22455db6883a2d6952a&o=&hp=1"
61,"us/doubletree-new-york-city-chelsea","Located 1378 feet from Madison Square Garden, this hotel in the Chelsea section of Manhattan has an on-site restaurant and offers free WiFi. The 28th Street subway station is 1056 feet away.

Rooms at DoubleTree by Hilton Hotel New York City - Chelsea have a flat-screen TV with cable channels, a work desk and a private bathroom with free toiletries.

Doubletree Hotel New York City - Chelsea features a fitness center and a business center. A concierge service is also available.

Chelton's Bar and Grille, the on-site restaurant, serves American cuisine for breakfast, lunch and dinner. After dinner, guests can enjoy a cocktail in the lounge or relax in their room and order room service.

Bryant Park is 0.6 mi from the Chelsea DoubleTree by Hilton. Times Square is 0.7 mi away. The Highline Park is 1 mi from the hotel.","","https://cf.bstatic.com/xdata/images/hotel/max200/490862580.jpg?k=7432c5d2cf94ad62de722b7ce2c1a6ee2ceb958663f89605d90c859c48463e61&o=&hp=1","https://cf.bstatic.com/xdata/images/hotel/max200/490862561.jpg?k=68eb6d1e1d2b32d2ab79e7ffbbbe9ab168eb04149b28affbdad1487653b19e52&o=&hp=1","https://cf.bstatic.com/xdata/images/hotel/max200/490862566.jpg?k=e8d8da8b46b128dc0b60d48ddd4916b1673ebba335e6df4bc31668b294880e84&o=&hp=1","https://cf.bstatic.com/xdata/images/hotel/max200/490862567.jpg?k=ff8159c9d14315b1c2ef5fcde82c8fa12a9a679c4a4b6d4cd5ceeeabcd1db8f2&o=&hp=1","https://cf.bstatic.com/xdata/images/hotel/max200/490862574.jpg?k=00f8e5f88c766af58f698ccba29684841403b0a30d0d9263e383c9a2cfbaa48a&o=&hp=1"
62,"us/world-center","This New York City hotel is opposite of Memorial Plaza and within 2133 feet of Battery Park. The hotel offers modern rooms with free WiFi and flat-screen LCD TVs.

Each of the rooms at the New York World Center Hotel is decorated in neutral tones and includes a desk. Guests can charge and listen to their iPod on the iPod docking station or adjust the room temperature with the bedside touch screen monitor.

A fitness center and a 24-hour concierge staff are available at the World Center Hotel. Free bottled water stations are also located on each floor.

The hotel’s indoor/outdoor rooftop restaurant, View of the World Terrace Club, is located on the 20th floor and serves contemporary American cuisine. The Club Living Rooms offers free refreshments.

The World Center Hotel is within 0.6 mi of the Staten Island Ferry station and the Financial District. The Cortlandt Street Subway Station is 1066 feet away.","","https://cf.bstatic.com/xdata/images/hotel/max200/81472122.jpg?k=1b5933dbafac3626ca110604d4b7a03ff4de69c8467c0480c5637fb72de2ea42&o=&hp=1","https://cf.bstatic.com/xdata/images/hotel/max200/81472155.jpg?k=b1ac3720e17b3f55b4a11bf4e7f9054c031b03ab1ced105aa484d33e101b658e&o=&hp=1","https://cf.bstatic.com/xdata/images/hotel/max200/81472148.jpg?k=ac0dcae1669f1aca75f0aaf50cfe9a033d9b43893fc20276b217445ff488c622&o=&hp=1","https://cf.bstatic.com/xdata/images/hotel/max200/81472150.jpg?k=c9122d014faa21557d5deeed7baf9bae6b961ace6f2b750b32dca13465d5ecb4&o=&hp=1","https://cf.bstatic.com/xdata/images/hotel/max200/281058980.jpg?k=680bd62f5a51576c1bdb70d89b5cbc0078989fd032dae0dcc43073119897c0eb&o=&hp=1"
63,"us/towneplace-suites-by-marriott-new-york-manhattan-chelsea","Featuring 4-star accommodations, TownePlace Suites by Marriott New York Manhattan/Chelsea is located in New York, a 7-minute walk from Madison Square Garden and 0.6 miles from Flatiron Building. The property is around a 16-minute walk from Bryant Park, 0.9 miles from The Highline Park and a 18-minute walk from New York Public Library. The hotel has a fitness center, a 24-hour front desk and free WiFi throughout the property.

The hotel will provide guests with air-conditioned rooms with a desk, a coffee machine, a fridge, a microwave, a safety deposit box, a flat-screen TV and a private bathroom with a shower. Selected rooms also feature a kitchenette with a dishwasher and a stovetop. All rooms have a closet.

Guests at TownePlace Suites by Marriott New York Manhattan/Chelsea can enjoy a continental breakfast.

Popular points of interest near the accommodation include Penn Station, Macy's and Empire State Building. LaGuardia Airport is 7.5 miles from the property.","","https://cf.bstatic.com/xdata/images/hotel/max200/630543128.jpg?k=1918b834a208834aa992410a20fd6fe1a006b79d202c943819a3fdf9d9d49068&o=&hp=1","https://cf.bstatic.com/xdata/images/hotel/max200/453296396.jpg?k=71d3c97437df1c861b3e3436334d9c49a04426d2a37e87ca7b2148677b1a8aa7&o=&hp=1","https://cf.bstatic.com/xdata/images/hotel/max200/453296407.jpg?k=2de977d9c5e2232f6c1eec066c306d4c646f74375b7410824969d4e77ca5ae0a&o=&hp=1","https://cf.bstatic.com/xdata/images/hotel/max200/453296419.jpg?k=40886af9295668871f0da63ea9d38914bae882299ad7939a70488d51faa6b7cd&o=&hp=1","https://cf.bstatic.com/xdata/images/hotel/max200/453296376.jpg?k=6b418b6dd678c8aa02e1361e2540fc6c670489f7a6bbf5aae62b3dc59b5014f4&o=&hp=1"
64,"us/fairfield-inn-by-marriott-new-york-manhattan-financial-district","Fairfield Inn by Marriott New York Manhattan/Financial District is set in the Wall Street - Financial District district in New York, 2461 feet from Trinity Church and 0.7 mi from Ground Zero. Guests can enjoy the on-site bar.

Each room is fitted with a TV with cable channels. Each room comes with a private bathroom fitted with a bath or shower. Fairfield Inn by Marriott New York features free WiFi throughout the property.

You will find a 24-hour front desk at the property. Guests can enjoy a meal at the Captain's Lounge restaurant.

Brooklyn Bridge is 0.8 mi from Fairfield Inn by Marriott New York Manhattan/Financial District, while National September 11 Memorial & Museum is 0.7 mi from the property. LaGuardia Airport is 15 mi away.","","https://cf.bstatic.com/xdata/images/hotel/max200/628096781.jpg?k=65ee9a99e5a9b992421335b6995ec41d3822bbbd5c1ffe0b23fc983b23b5321f&o=&hp=1","https://cf.bstatic.com/xdata/images/hotel/max200/453249388.jpg?k=3df3cb8a880f59154943d1220eb80d1c25d08d3aa7983f124dc13df847826ef8&o=&hp=1","https://cf.bstatic.com/xdata/images/hotel/max200/453249390.jpg?k=a965795fff7069d80ac2624b47ab89986015470de1346866f00343e34d8f5180&o=&hp=1","https://cf.bstatic.com/xdata/images/hotel/max200/453249394.jpg?k=c008d6fac2c5bf813310c2efaa9e40edde295c72d1838c03f02259738e9680e3&o=&hp=1","https://cf.bstatic.com/xdata/images/hotel/max200/453249393.jpg?k=b2462581702b8231a6d321ba8b07891e09c88dcebb433f9accb837bedcb21487&o=&hp=1"
